Eig07_AEA_dm_,HTm,Eig09_AEA_ri_,ATS6m,Mor11u,SpDiam_X,Psi_i_0d,SpMaxA_AEA_dm_,P_VSA_v_2,Mor17v,BP,log_vp,vp
-0.339,2.847,-0.734,2.152,-0.823,2.0,-0.004,0.368,36.145,-0.276,185.0,-0.5691897869110107,0.2696560776486711
-1.579,2.192,0.0,1.452,-0.658,2.0,0.025,0.518,36.145,-0.268,126.5,0.954278227243998,9.00074022
-1.0,2.531,0.0,1.896,-0.964,2.0,-0.013,0.453,36.145,-0.35,142.222,0.7481880270062004,5.599999999999999
-0.946,2.633,-0.899,1.952,-1.192,2.0,0.006,0.326,25.145,-0.388,191.111,-0.431798275933005,0.37
0.083,3.684,0.0,2.287,-1.525,2.0,0.001,0.274,25.145,-0.485,209.05912105373292,-1.18188214302063,0.0657836333945772
0.174,4.016,0.0,2.402,-1.31,2.0,0.001,0.261,36.145,-0.525,197.0244166658041,-2.057096242904663,0.0087680649273693
-0.432,3.971,0.0,2.577,-1.946,2.0,-0.001,0.302,36.145,-0.534,192.15425179244835,-1.8295915126800537,0.0148050025770038
0.412,4.663,0.0,2.91,-1.34,2.0,0.0,0.252,36.145,-0.42,249.0,-1.9177906513214111,0.0120839619383805
0.008,3.311,-0.16,2.274,0.182,2.0,0.002,0.262,22.0,-0.273,220.0,-0.8068710565567017,0.1560015607779459
1.0,4.979,0.0,2.621,-0.823,2.0,0.0,0.252,47.145,-0.055,214.4803594817596,-2.805955410003662,0.0015633081427828
0.371,4.245,0.0,2.377,-0.127,2.0,-0.001,0.274,36.145,-0.184,189.0303889636856,-1.8395787477493288,0.0144684248291955
-0.82,2.861,-0.879,2.024,-0.547,2.0,0.007,0.346,25.145,-0.257,120.201347911237,-0.280669629573822,0.5239988941244508
-0.207,3.351,-0.269,2.41,-2.061,2.0,-0.001,0.26,25.145,-0.601,180.1701758606129,-1.2384260892868042,0.0577529151557555
-0.106,3.981,-0.235,2.555,-1.206,2.0,-0.001,0.31,36.145,-0.373,231.5623368781852,-1.9422056674957275,0.0114233723356244
-1.0,2.978,-0.595,0.286,-1.3,2.0,-0.004,0.336,25.145,-0.219,162.47304529077724,-0.8476284146308899,0.1420272196709194
0.269,4.07,-0.026,2.41,-1.129,2.0,-0.001,0.286,36.145,-0.379,197.82444255889789,-1.807164549827576,0.0155896171593898
0.151,4.719,-0.286,1.724,-0.562,1.959,0.003,0.326,72.29,-0.202,243.0,-3.4634006023406982,0.0003440324416152
1.075,4.689,0.352,3.421,-2.418,1.978,0.0,0.199,25.145,-0.448,304.5,-3.425933990103397,0.0003750299999999
0.781,5.422,0.103,2.509,-0.241,1.98,0.001,0.238,47.145,-0.207,261.5872536440536,-2.861567497253418,0.0013754110297984
0.172,3.881,0.0,2.665,-1.764,2.0,0.001,0.263,36.145,-0.547,216.99643675880657,-1.4272942543029783,0.0373857197151395
-0.02,3.706,0.0,2.115,-0.455,2.0,0.002,0.306,36.145,-0.225,174.8030584030805,-1.3263198137283323,0.0471715542795816
-0.058,3.429,-0.348,2.239,-1.218,1.971,0.002,0.309,25.145,-0.571,201.2893493404449,-1.0154818296432495,0.0964979684545876
-0.765,2.695,-0.938,1.627,-1.353,2.0,0.007,0.421,36.145,-0.423,137.4122967683278,0.2148190885782241,1.639906504977212
-1.0,2.643,-0.435,0.055,-2.54,1.91,-0.003,0.329,42.683,-0.459,235.26526697978252,-1.2992962828549806,0.0502
0.814,5.184,0.123,2.531,-0.259,1.979,0.001,0.221,47.145,-0.139,229.0633707814916,-2.9305977821350098,0.0011732814864449
0.243,4.088,0.0,2.293,-0.251,2.0,-0.001,0.243,36.145,-0.135,169.54728176971662,-1.9971442222595213,0.0100659733844642
0.597,3.905,0.199,2.196,-3.112,1.947,0.0,0.219,42.683,-0.729,273.3367809143021,-2.543104648590088,0.0028634878941869
0.06,4.289,-0.519,2.166,0.004,1.975,0.002,0.325,58.145,-0.404,239.86447113413016,-0.2291405647993087,0.5900100851775906
-1.0,2.441,-0.88,2.222,-1.707,2.0,0.006,0.37,42.683,-0.485,164.28076450162905,-0.6061041951179504,0.2476827750472884
1.012,4.273,0.639,2.589,-1.071,1.965,0.0,0.219,36.145,-0.467,277.6280504410313,-2.852336168289185,0.001404959585596
0.642,4.07,0.238,1.811,-0.276,1.951,-0.001,0.235,22.0,-0.306,239.5285035175475,-1.6155641078948977,0.024234602017789
1.115,5.078,0.521,3.231,-1.861,2.0,0.0,0.194,25.145,-0.603,264.51371546767825,-4.174659729003906,6.688677721757312e-05
0.68,4.251,0.056,1.705,-3.426,1.963,0.0,0.23,25.145,-0.76,270.69275739577165,-2.614672899246216,0.0024284384512212
1.077,4.866,0.864,3.232,-1.892,1.978,0.0,0.192,11.0,-0.696,294.4133104353254,-3.263603497723357,0.000545
0.416,4.652,0.0,2.723,-1.744,2.0,0.0,0.222,67.828,-0.444,270.03371812660066,-3.105186700820923,0.0007848981386572
0.599,3.964,0.0,1.631,-2.059,1.957,0.0,0.257,25.145,-0.496,243.00211953551135,-2.2340023517608643,0.0058344194485149
-0.07,3.86,0.045,2.443,-1.605,2.0,0.001,0.261,25.145,-0.315,261.49039042720665,-1.943605899810791,0.0113866009335685
0.532,4.114,0.0,2.508,-1.222,2.0,0.001,0.228,25.145,-0.496,228.0,-1.8977587223052976,0.0126543918267726
-0.554,3.144,-0.692,1.028,-1.283,2.0,0.006,0.329,25.145,-0.237,149.24923537473114,-0.5970200896263123,0.2529180998698145
1.0,4.601,1.0,3.225,-2.879,2.0,0.0,0.171,22.0,-0.913,252.2769573587634,-2.596045970916748,0.002534860296397
-0.845,2.863,-0.786,1.275,-1.033,2.0,0.006,0.32,25.145,-0.355,142.19012394165816,-0.5297536253929138,0.2952883918206769
1.0,6.245,0.642,2.866,-0.557,2.0,0.0,0.218,78.828,-0.278,282.7839537937017,-3.720224857330322,0.0001904474415052
-0.553,2.795,-0.591,2.18,-1.496,2.0,-0.004,0.373,25.145,-0.3,144.56259140843326,-0.0185278467833995,0.9582352726853052
1.046,5.615,0.531,3.07,-1.534,1.975,0.0,0.238,61.29,-0.407,234.11425899300843,-3.1310997009277344,0.0007394355034593
-0.072,3.141,-0.517,2.395,-1.753,2.0,0.002,0.345,36.145,-0.548,175.8217895004626,-0.421966016292572,0.3784721991511025
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
0.73,4.191,0.232,3.041,-2.065,2.0,0.0,0.236,47.145,-0.659,226.4932415455403,-3.026888847351074,0.0009399638526563
-0.494,2.626,-0.228,2.02,-1.525,2.0,0.002,0.275,11.0,-0.548,159.2800803343091,-0.5773906111717224,0.2646119107561718
1.09,4.615,0.648,2.824,-0.875,1.972,0.0,0.211,36.145,-0.608,273.5928839276278,-3.12383770942688,0.0007519038188506
0.009,3.756,0.089,2.406,-0.857,2.0,-0.001,0.279,36.145,-0.348,161.14130580714982,-1.646186113357544,0.0225846771489349
0.277,4.082,0.168,2.18,-1.476,2.0,0.0,0.232,25.145,-0.226,212.53336390149468,-1.3930888175964355,0.0404493160312065
0.935,4.416,0.749,2.735,-2.683,1.98,0.0,0.205,11.0,-0.854,269.7551176257983,-2.1724612712860107,0.0067226225620478
0.258,4.208,0.305,2.56,-0.751,2.0,0.0,0.243,22.0,-0.311,278.5,-1.9143643379211424,0.0121796739414252
0.758,4.282,0.363,3.029,-2.196,2.0,0.0,0.226,25.145,-0.515,255.35652601605184,-3.1781105995178223,0.0006635740599263
-0.2,3.762,0.0,2.459,-0.79,2.0,-0.001,0.211,42.683,-0.434,201.8086544720859,-1.8547677993774412,0.0139711514534732
0.196,3.584,0.0,2.209,-0.141,2.0,-0.001,0.238,11.0,-0.263,216.88658064255333,-1.6268075704574585,0.023615243583578
0.198,3.809,-0.263,2.464,-1.561,2.0,-0.001,0.289,47.145,-0.466,207.5765642384688,-1.947058916091919,0.0112964265772853
-1.107,2.402,-0.74,1.144,-1.116,2.0,0.006,0.287,42.683,-0.468,135.13044498389195,-1.4175372123718262,0.0382351490599827
0.769,4.443,0.101,2.284,-1.227,1.953,0.001,0.23,36.145,-0.485,281.5274362720553,-1.9634358882904053,0.0108783771528283
0.489,4.624,0.0,2.559,-0.958,2.0,0.0,0.21,25.145,-0.47,202.19655955283804,-2.4616103172302246,0.0034545356810956
0.204,3.673,0.0,2.533,-2.383,2.0,0.001,0.272,36.145,-0.36,214.4050900733029,-2.0786848068237305,0.0083428645594747
1.4,4.633,0.861,2.909,-0.772,1.988,0.0,0.184,22.0,-0.586,264.47670245224595,-2.1516215801239014,0.0070530736661379
0.937,4.037,0.0,2.655,-0.752,2.0,0.001,0.265,47.145,-0.316,265.8771520682525,-2.437806844711304,0.003649162096912
-0.369,3.45,0.0,2.026,-1.234,1.975,-0.001,0.264,11.0,-0.421,248.5,-1.7504682540893557,0.0177636311153061
0.08,4.129,0.364,3.019,-2.603,2.0,0.0,0.214,42.683,-0.809,260.0472884141558,-2.652090549468994,0.0022279705737493
0.659,3.821,0.185,2.347,-1.503,2.0,0.0,0.243,25.145,-0.513,273.5,-1.9732460975646973,0.010635401811384
0.167,3.855,0.0,2.281,-0.85,2.0,0.001,0.278,36.145,-0.369,227.58480416090745,-2.182542562484741,0.0065683674086272
0.28,4.665,0.33,2.698,-2.382,2.0,0.0,0.244,36.145,-0.548,274.2233464267846,-2.716070413589477,0.0019227799570125
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
0.445,4.559,0.004,1.973,-0.899,1.969,-0.001,0.264,47.145,-0.109,257.464426017141,-1.9965420961380005,0.0100799389984081
0.743,3.919,0.397,2.336,-1.848,1.955,0.0,0.246,36.145,-0.575,338.91478706167027,-2.432453155517578,0.0036944249153501
,,,,,,,,,,185.01238288349884,-3.911307811737061,0.0001226569576219
0.237,3.448,0.0,2.383,-1.469,2.0,-0.001,0.293,36.145,-0.57,192.85561078174717,-1.7169482707977295,0.0191889728862265
0.96,5.243,1.0,3.221,-2.031,2.0,0.0,0.213,25.145,-0.756,266.90425326637444,-2.9285778999328613,0.0011787510702576
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
-0.034,3.825,0.0,2.627,-2.269,2.0,0.001,0.291,36.145,-0.66,182.264972086188,-2.13916277885437,0.0072583385508711
0.438,3.93,0.135,2.956,-1.836,2.0,0.0,0.214,53.683,-0.695,256.8349912037228,-3.1672704219818115,0.0006803455962387
0.408,3.562,0.373,2.617,-1.443,2.0,0.0,0.231,22.0,-0.57,224.14217066141669,-2.0206100940704346,0.0095365196050415
0.226,4.034,0.0,2.494,-1.22,2.0,0.0,0.236,25.145,-0.513,202.62214241922825,-2.185409545898437,0.0065251493152458
0.207,4.208,0.096,2.765,-0.976,2.0,0.001,0.279,78.828,-0.507,209.76552096225976,-2.814805746078491,0.0015317724491313
0.907,5.624,0.973,3.256,-2.864,2.0,0.0,0.217,36.145,-0.785,265.21997121451045,-2.332123041152954,0.0046545420574188
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
-0.516,3.472,-0.286,2.498,-1.758,2.0,0.002,0.303,85.367,-0.601,243.2037621851948,-1.8639030456542969,0.013680341991661
-0.652,3.176,-0.365,1.456,-1.437,2.0,-0.004,0.332,25.145,-0.118,228.5,0.726042628288269,5.321604910552908
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
0.189,3.735,0.0,2.388,-1.11,2.0,0.001,0.226,25.145,-0.397,187.1595388463165,-2.209324598312378,0.006175546578434
0.136,3.747,0.0,2.776,-1.859,2.0,0.001,0.267,25.145,-0.578,261.5,-1.2797737121582031,0.0525080980860776
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
-1.0,2.508,-0.449,0.923,-1.227,2.0,-0.003,0.349,11.0,-0.43,193.7218689673021,-0.6310839056968689,0.2338385418936069
,,,,,,,,,,185.01238288350976,-3.911307811737061,0.0001226569576219
,,,,,,,,,,185.0123828835134,-1.5391021572434522,0.0288999999999999
-0.132,3.507,-0.172,2.343,0.226,2.0,0.002,0.296,36.145,-0.074,179.2185443724344,-1.3923892974853516,0.0405145204282105
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
-0.32,2.817,-0.656,2.187,-0.742,2.0,-0.004,0.284,42.683,-0.39,229.5,-1.221929907798767,0.0599887886303276
0.252,3.685,0.0,2.457,0.169,2.0,-0.001,0.274,36.145,-0.116,202.8670173902533,-1.6984082460403442,0.0200258866640922
0.141,3.84,0.071,2.209,-0.221,2.0,-0.001,0.246,22.0,-0.036,222.6748401983766,-1.6221402883529663,0.0238704008266101
-0.32,3.773,-0.616,2.162,-0.533,2.0,-0.004,0.293,25.145,-0.295,228.5,1.3485851287841797,22.31439563074777
-0.32,3.18,-0.656,2.187,-0.644,2.0,-0.004,0.284,42.683,-0.355,125.0,0.3010299956639812,2.0
-0.216,4.223,-0.39,2.003,-0.094,2.0,0.002,0.261,53.683,0.007,266.111,-1.6989700043360187,0.02
0.784,4.694,0.167,2.699,-1.059,2.0,0.0,0.234,36.145,-0.563,238.31630131438112,-2.5238077640533447,0.0029935894246853
0.653,4.739,0.409,2.614,-2.406,2.0,0.0,0.227,25.145,-0.384,267.28817780573104,-2.9588332176208496,0.0010994279723772
-0.057,3.241,-0.348,2.193,-1.147,1.971,0.002,0.309,25.145,-0.519,204.62953577653457,-1.249194622039795,0.0563385127324648
0.23,4.146,0.0,2.718,-0.589,2.0,0.001,0.279,36.145,-0.466,186.0990233828173,-1.971034288406372,0.0106897047856214
,,,,,,,,,,185.0123828835061,-1.6989700043360187,0.02
-0.583,2.967,-0.972,1.945,-0.94,2.0,0.008,0.403,36.145,-0.283,165.5,-0.2573445439338684,0.5529112875757799
-0.58,3.136,-0.099,2.3,-0.964,2.0,0.002,0.288,53.683,-0.458,192.947667241176,-1.2410218715667725,0.0574087549773762
-0.459,3.426,0.0,2.655,-1.686,2.0,-0.001,0.308,36.145,-0.391,170.79114661065978,-1.6484596729278564,0.022466753847533
-0.123,3.434,-0.503,1.778,-0.935,2.0,-0.003,0.323,25.145,-0.296,162.7651619734478,-0.932852864265442,0.1167204990436366
0.0,1.821,0.0,1.144,-0.713,2.0,-0.04,0.365,42.683,-0.146,156.5,0.0194685775786638,1.045848017694272
0.0,2.369,0.0,1.074,-0.793,2.0,-0.043,0.47,25.145,-0.182,141.5915787090305,0.7650996446609497,5.822367910370921
0.294,3.691,0.18,2.608,-2.233,1.975,0.0,0.227,0.0,-0.754,257.5,-1.919544696807861,0.0120352551873279
0.129,3.834,0.0,2.757,-1.439,2.0,0.001,0.259,25.145,-0.423,258.0,-1.7212463990471711,0.0189999999999999
0.357,4.095,0.0,2.343,0.346,2.0,-0.001,0.279,36.145,-0.176,190.0047804161644,-1.9193817377090452,0.0120397719896938
-0.616,3.132,-0.673,2.106,-1.322,2.0,-0.003,0.282,25.145,-0.401,154.072776057969,-1.4752380847930908,0.0334781857913651
0.041,4.027,-0.117,2.393,-1.675,2.0,-0.001,0.235,25.145,-0.46,172.40690381819263,-1.5598443746566772,0.0275521583214581
0.198,4.515,0.0,2.916,-1.176,2.0,0.0,0.238,42.683,-0.636,272.8444722181709,-2.7583329677581787,0.0017444841674494
-0.975,2.601,-0.857,1.754,0.321,2.0,0.007,0.254,42.683,-0.16,248.5,-1.3734654188156128,0.0423189205289377
0.0,1.819,0.0,1.139,-0.735,2.0,-0.04,0.372,42.683,-0.244,159.0,0.024626538157463,1.0583432351218498
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
-0.073,3.598,-0.495,2.266,-1.272,2.0,0.002,0.335,36.145,-0.185,161.2636911405691,-1.09880793094635,0.0796511534013138
,,,,,,,,,,185.0123828835134,-3.911307811737061,0.0001226569576219
-0.302,3.542,-0.39,2.27,-1.374,2.0,0.002,0.343,36.145,-0.122,172.5399317752598,-1.0611357688903809,0.0868688817835935
0.273,4.418,0.0,2.637,-1.622,2.0,0.001,0.283,36.145,-0.337,191.7865043531937,-2.1313533782958984,0.0073900371515107
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
-0.536,3.465,-0.673,2.091,-1.314,2.0,-0.003,0.294,25.145,-0.392,137.1699574936713,-0.925716757774353,0.1186542346127135
-0.758,3.072,-0.899,1.924,-1.284,2.0,0.007,0.326,25.145,-0.338,121.10427401149764,-0.6076837778091431,0.2467835584634765
-0.955,2.737,-0.907,1.952,-1.092,2.0,0.006,0.242,42.683,-0.253,126.12213785924928,-1.424228549003601,0.0376505609433963
-1.507,2.605,0.0,1.434,-1.095,2.0,0.023,0.42,25.145,-0.16,110.97192141848296,0.45416459441185,2.845539341578383
-0.798,2.924,-0.907,1.926,-1.119,2.0,0.007,0.256,42.683,-0.246,146.5491869779312,-0.9436674118041992,0.1138498828834494
-0.486,3.145,-0.972,1.939,-0.748,2.0,0.008,0.403,36.145,-0.184,117.13682733256236,-0.1136917173862457,0.7696765990060781
-0.24,3.403,-0.645,2.138,-0.531,2.0,-0.004,0.373,47.145,-0.234,149.78608899739675,-1.104106068611145,0.0786853591396984
0.081,3.549,0.0,2.264,-1.783,2.0,0.001,0.273,25.145,-0.435,210.38718090323948,-1.811537742614746,0.0154334229243597
0.79,4.41,0.702,3.021,-1.353,2.0,0.0,0.213,25.145,-0.485,270.183961849088,-3.11704683303833,0.0007637534182166
0.083,3.813,0.0,2.253,-1.144,2.0,0.001,0.273,25.145,-0.322,275.0,-1.5531673431396484,0.0279790301882133
1.0,5.051,0.28,2.559,-0.548,2.0,0.0,0.244,36.145,-0.123,240.6637544889386,-2.8323745727539062,0.0014710432014982
0.306,4.147,0.099,2.937,-2.318,2.0,0.0,0.244,25.145,-0.485,231.28398915279692,-2.075421094894409,0.008405797145577
0.36,3.875,-0.263,2.445,-1.412,2.0,-0.001,0.289,47.145,-0.441,207.3757037551262,-2.081274509429932,0.0082932640008374
-0.536,3.076,-0.673,2.091,-1.064,2.0,-0.003,0.294,25.145,-0.377,137.32472198740584,-1.1529605388641355,0.0703136205781489
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
-0.569,3.178,-0.457,2.43,-0.974,2.0,0.002,0.325,42.683,-0.378,235.67598134285709,-1.2822341918945312,0.0522114564483403
0.91,4.562,0.475,2.93,-1.449,1.989,0.0,0.235,25.145,-0.63,246.7617477149412,-2.0192909240722656,0.0095655308330411
0.084,3.314,0.0,2.483,-1.291,2.0,0.001,0.269,25.145,-0.32,200.02764047033543,-1.724297046661377,0.0188670045132985
1.069,5.065,0.836,2.888,-2.963,1.958,0.0,0.2,25.145,-0.772,291.7569451053727,-3.317915916442871,0.0004809324525499
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
0.935,4.434,0.749,2.735,-3.301,1.98,0.0,0.205,11.0,-0.896,274.4956524032854,-2.537004947662353,0.0029039895708257
1.04,4.149,0.679,2.522,-3.5832125,1.954,0.0,0.209,11.0,-0.655,276.18862415975445,-2.7724602222442627,0.0016886505187205
,,,,,,,,,,185.0123828835243,-3.911307811737061,0.0001226569576219
0.179,3.924,-0.282,2.38,-1.124,2.0,-0.001,0.306,36.145,-0.238,180.75909855954228,-2.191579580307007,0.0064331017375943
1.118,5.484,0.741,3.338,-1.966,2.0,0.0,0.185,47.145,-0.576,208.88808298707295,-4.065334320068359,8.603312138887123e-05
1.451,4.552,1.069,3.017,-1.977,2.0,0.0,0.178,22.0,-0.706,301.52030706370147,-3.4108755588531494,0.0003882616011075
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
,,,,,,,,,,185.0123828835061,-3.911307811737061,0.0001226569576219
1.035,4.363,0.706,2.815,-1.487,1.973,0.0,0.208,36.145,-0.536,297.5716410824124,-3.2390501499176025,0.0005766998654458
0.956,5.17,0.918,3.278,-2.429,1.983,0.0,0.213,25.145,-0.818,269.0450028750424,-2.689689874649048,0.002043196450029
