CID,Canonical_Name,Imax,log_vp
15406,FENCHYL ALCOHOL,48.0,-1.3989105224609375
15435,COUMARONE,29.0,-0.3467517693850026
15448,2-UNDECANOL,17.0,-1.8563636541366575
15510,CYCLOPENTANETHIOL,85.0,1.5418528318405151
16237,ETHYL HYDROCINNAMATE,39.0,-1.3235398530960083
16255,ISO AMYL OCTANOATE,25.0,-2.3170413970947266
16296,AMYL BENZOATE,22.0,-1.896375298500061
16299,AMYL SALICYLATE,48.0,-3.645777463912964
16324,ALLYL BUTYRATE,55.0,0.5608770251274109
16330,BUTYL SALICYLATE,45.0,-3.4537856578826904
16331,BUTYL LEVULINATE,28.0,-1.680402159690857
16441,PERILLA ALDEHYDE,58.0,-0.9636843204498292
16582,2-ISOBUTOXYNAPHTHALENE,28.0,-1.7931859493255615
16591,ALLYL PROPYL DISULFIDE,75.0,-0.4259330173626664
16678,6-TERT-BUTYL-O-CRESOL,31.0,-1.470012903213501
16724,CARVONE-D,55.0,1.1903316981702914
16821,DODECALACTONE GAMMA,30.0,-1.646992564201355
16832,ISOPROPYL HEXANOATE,27.0,-0.0705242902040481
16846,PROPYL BENZOATE,32.0,-1.2421225309371948
16867,2 METHYL 2 THIAZOLINE,87.5,1.3994284868240356
16872,HEXYL ISOBUTYRATE,39.0,-0.8929876089096069
17004,2-TERT-BUTYL-4-METHYLPHENOL,78.0,-1.6020599913279625
17092,CLONAL,57.5,-0.9791945815086364
17100,ALPHA-TERPINEOL,27.0,-1.3736596326249575
17121,1 OCTENYL ACETATE,60.0,-1.118627667427063
17129,2-METHYLBUTYL 2-METHYLBUTYRATE,50.0,-0.6881412267684937
17355,BENZYL ACETONE,45.0,-0.8007099628448486
17365,ETHYL PHENOXYACETATE,59.0,-1.856410264968872
17586,SEC-BUTYL ETHYL ETHER,60.0,1.712597131729126
17617,ALLYL CYCLOHEXYL PROPIONATE,47.0,-1.8733421564102173
17623,METHYL N-ACETYLANTHRANILATE,8.0,-3.3085193634033203
17697,PENTADECANAL,30.0,-3.424871921539306
17739,DIHYDROEUGENOL,46.0,-1.5918855667114258
17898,2-METHOXY-3-METHYLPYRAZINE,82.0,0.0505412891507148
18467,2-METHOXYPYRAZINE,54.0,0.7210996747016907
18522,2-METHYLTETRAHYDROFURAN-3-ONE,80.0,0.3083595931529999
18554,2-ETHYLFURAN,71.0,1.3115098476409912
18686,ETHYL CYCLOHEXANECARBOXYLATE,41.0,-0.559502363204956
18698,NONALACTONE DELTA,60.0,-0.7146762013435364
18756,BETA OCIMENE,65.0,-0.0624880641698837
18818,SABINENE,39.0,0.3733798861503601
18826,MUSK R1,55.0,-4.3913655281066895
18827,1-OCTEN-3-OL,80.0,-0.4559294283390045
18938,"3,5,5 TRIMETHYL HEXANOL",56.0,-0.647781755398789
19089,PHENYL ETHYL METHYL ETHER,60.0,-0.5671544075012207
19137,CUELURE,42.0,-3.335310220718384
19188,PHENOXYACETIC ACID,29.0,-3.299346685409546
19309,STRAWBERRY FURANONE,79.0,-2.096910013008056
19310,DIMETHYL TRISULFIDE,90.0,1.2680901288986206
19602,2-PENTYL FURAN,42.0,-0.3961455821990967
19603,2-HEPTYL FURAN,43.0,-1.2635952234268188
19707,"2,3-HEXANEDIONE",88.0,-0.3010299956639812
19725,ALPHA-COPAENE,40.0,-1.6868444681167605
19754,methyl propyl sulfide,92.0,1.575008988380432
19844,METHYL VANILLATE,28.0,-3.789923429489136
20083,2-OCTANOL,37.0,-0.6197530390361915
20219,ALLYL CAPRYLATE,45.0,-1.7471898794174194
20446,2-PHENYL-2-BUTENAL,29.0,-0.7459770441055298
20487,OCTAHYDROCOUMARINE,47.5,-0.696614682674408
20499,COFFEE DIFURAN,44.0,-0.7011915445327759
20508,CYCLOHEXANEETHANOL,31.0,-0.9211138486862184
20739,FOLROSIA,38.0,-1.269339680671692
20745,SULCATOL,35.0,-0.4213741421699524
20748,METHYL CYCLOHEXANECARBOXYLATE,38.0,-0.4321843683719635
20797,NOOTKATONE 10% DPG,37.0,-3.177985191345215
20861,4-ETHYLBENZALDEHYDE,32.0,-0.8415567278862
20928,1-HEXEN-3-OL,87.0,-0.2272949963808059
20959,DELPHONE,55.0,-0.8041739463806152
20995,2-PENTYL THIOPHENE,68.0,-0.3272963762283325
21003,CYCLOPENTYL CYCLOPENTENONE,37.0,-0.868886411190033
21057,1-HEPTEN-3-OL,31.0,-0.3403295576572418
21265,PRENYL BENZOATE,12.0,-1.815136432647705
21574,"3,5,5-TRIMETHYLHEXANAL",49.0,-1.0969100130080565
21648,PARA-HYDROXY PHENYL BUTANONE,15.0,-2.54561185836792
21768,GERANYL NITRILE,60.0,-0.2483401745557785
21828,"2-METHYL-1,3-DITHIOLANE",78.0,0.941903829574585
21895,PHENYLACETALDEHYDE GLYCERYL ACETAL,25.0,-2.175253391265869
22201,"2,3 DIMETHYL PYRAZINE",55.0,0.5302454233169556
22227,(+)-DIHYDROCARVONE,58.5,-0.695048451423645
22310,LINALOOL OXIDE,40.0,-1.7287812232971191
22311,LIMONENE,52.0,0.1903316981702915
22386,2-PENTANOL,55.0,0.6154596709538042
22629,HEXYL SALICYLATE,37.0,-3.952324867248535
23173,12-OXAHEXADECANOLID (hibiscolide),34.0,-4.063695907592773
23235,HEXYL BENZOATE,20.0,1.505149978319906
23367,BENZYL HEXANOATE,19.0,-2.0184922218322754
23642,ORTHO THIOGUAIACOL,76.0,-0.6837151050567627
24114,BUTYL BUTYRYL LACTATE,45.0,-2.4789156913757324
24117,ALLYL PHENOXYACETATE,80.0,-2.8234546184539795
24191,CITRAL DIMETHYL ACETAL,40.0,-1.4154428243637085
24433,BUTYL ANTHRANILATE,18.0,-2.2859444618225098
24473,DIHYDROCARVONE DEXTRO,25.0,-0.6901085376739502
24680,IONONE MIXED ISOMERS,58.0,-1.7212463990471711
24838,HEXYL 2 METHYL BUTYRATE,52.0,-1.4061203002929688
24874,SEC-BUTYLAMINE,100.0,2.1303694863318468
24915,DIMETHYL BENZYL CARBINYL BUTYRATE,36.0,-2.693640947341919
25311,tridecanal,57.0,-2.156614303588867
25325,decahydro-2-naphthyl formate,22.0,-1.6915037631988523
25612,ROSALVA,56.0,-2.055365562438965
25916,"2-ETHYL-3,6-DIMETHYLPYRAZINE",86.0,-0.5977267622947693
26204,"5-METHYL-2,3-HEXANEDIONE",65.0,-1.188693881034851
26289,CUMINYL NITRILE,42.0,-0.6906923055648804
26333,2-ISOBUTYL-3-METHYLPYRAZINE,41.0,-0.8751856684684753
26334,"2-ETHYL-3,5(OR 6)-DIMETHYL PYRAZINE 99%",64.75,-0.5916824340820312
26447,MENTHONE,48.0,-0.4884865581989288
26808,"2,3,5 TRIMETHYL PYRAZINE",90.0,-0.2284572869539261
26955,BETA-IONONE,45.0,-1.2676062401770316
27209,(+-)-dihydroactinidolide,15.0,-1.2602323293685913
27440,2-ETHYL 4-METHYL THIAZOLE,75.0,0.7272753119468689
27457,2-ETHYL-3-METHYLPYRAZINE,78.0,-0.2629115283489227
27458,SHOYU PYRAZINE,74.0,-0.6077108979225159
27867,MENTHYL ACETATE RACEMIC,29.5,-1.9124014377593996
27941,ORIVONE,47.0,-0.9396541714668274
28905,"2,3-DIETHYL-5-METHYLPYRAZINE",53.0,-0.870381772518158
29096,DIHYDROMYRCENOL,44.5,-1.2630466222763062
29381,METHYL OCTYL ACETALDEHYDE,55.0,-1.191013216972351
30215,"2,4,5-TRIMETHYLOXAZOLE",90.0,0.7031006813049316
30249,TETRAHYDROGERANYL ACETATE,35.0,-1.8758546113967896
30771,CYCLOHEXYL ETHYL ACETATE,50.5,-0.9616540670394896
31209,A-AMYL CINNAMALDEHYDE,43.0,-2.1217427253723145
31210,BUTYL PHENYL ACETATE,60.0,-1.679615139961243
31211,4-(4 HYDROXY-3-METHOXYPHENYL) BUTAN-2-ONE,52.0,-3.853892326354981
31219,BENZYL PROPIONATE,31.0,-1.3702460527420044
31225,PHENYL ETHYL PROPIONATE,29.0,-1.4697825908660889
31226,3-PHENYLPROPYL ACETATE,34.0,-1.3757846355438232
31227,BENZYL ISOAMYL ETHER,25.0,-1.1228193044662476
31231,PARA-ANISYL METHYL KETONE,42.0,-1.1016520261764526
31242,4-ETHYLPHENOL,49.0,-1.4294570601181025
31244,PARA-ANISALDEHYDE,35.0,-1.4828041020500258
31246,4-HEPTANONE,35.0,0.7201950216242099
31253,MYRCENE,42.0,0.3201462861110539
31260,3-METHYL BUTANOL,65.0,0.4771569725243357
31264,PARALDEHYDE,65.0,0.8750969811963732
31265,ETHYL CAPROATE,53.0,0.2756833732128143
31268,PYRROLIDINE,100.0,1.7972675408307164
31272,BUTYL ACETATE,68.0,0.954278227243998
31276,ISOAMYL ACETATE,65.0,0.7481880270062004
31284,METHYL MYRISTATE,10.0,-3.309803919971486
31286,OCTANENITRILE,79.0,-0.1900613158941269
31289,ALD C9,60.0,-0.431798275933005
31353,LINALYL BENZOATE,18.66666666666667,-3.1962103843688965
31404,BUTYLATED HYDROXYTOLUENE,34.0,-2.0109597513442803
31408,NOPOL,29.0,-1.584937572479248
32052,DAMASCONE BETA,34.0,-1.404244065284729
32065,NUTTY PYRAZINE,61.0,-0.798126220703125
32093,2-ACETYL-3-METHYLPYRAZINE,55.0,-0.8387553095817566
32594,2-METHOXY 3 ISOBUTYL PYRAZINE,79.0,-0.9301373958587646
33032,L-GLUTAMIC ACID,2.0,-4.958607314841775
33135,2-ETHYL-3-METHOXYPYRAZINE,81.0,-0.335371196269989
33166,BEAN PYRAZINE,91.0,-0.5997197031974792
33637,2-METHOXYTOLUENE,45.0,0.0569210536777973
33931,ETHYL FURANEOL,45.0,-2.0833585262298584
34286,2-METHYL-3-FURANTHIOL,90.0,0.5629298686981201
35821,DIHYDRO ALPHA IONONE,47.0,-1.193299412727356
36081,PTBCHA PARATERTIARY BUTYL CYCLOHEXYL ACETATE,45.0,-1.7254968881607056
36822,TETRAHYDRO TERRAZINE A/K/A,75.0,-1.0603665113449097
37066,LAVENDER ALDEHYDE,55.0,-0.2880749702453613
39801,9-DECENYL ACETATE,21.0,-2.308133363723755
39914,MASSOIA LACTONE,45.0,-1.3757659196853638
41270,ZENOLIDE,43.0,-4.6671881675720215
42745,NONISYL ACETATE,37.0,-1.44167160987854
43263,2-PENTYL BUTYRATE,63.0,-0.3456222414970398
43851,ETHYL LINALYL ACETATE,38.0,-2.8221628665924072
47167,PHANTOLID,17.5,-4.178410053253174
60979,ETHYL P-ANISATE,20.0,-2.069702386856079
60983,"2,3-HEPTANEDIONE",79.0,-0.9411997199058532
60985,CITRONELLYL ISOBUTYRATE,43.0,-2.5193278789520264
60997,PARA CRESYL PHENYL ACETATE,30.0,-3.024252653121948
60998,ISOBUTYL PHENYL ACETATE,58.0,-1.946953535079956
60999,BENZYL PHENYL ACETATE,50.0,-3.3852906227111816
61006,PARA TOLYL ACETALDEHYDE,60.0,-0.3398177027702331
61015,BUTYL LAURATE,16.0,-3.654617547988892
61016,MELONAL,55.0,-0.0798967331647872
61020,3-METHYL-2-BUTENAL,57.0,0.7501582447810772
61030,OCTYL BUTYRATE,62.0,-1.926275968551636
61031,ALD C12 MNA,55.0,-1.4707130193710327
61041,SAFRANAL,60.0,-0.617114782333374
61046,BENZYL ISO EUGENOL,39.0,-2.6554431915283203
61047,ISOEUGENYL PHENYL ACETATE,55.0,-3.859220504760742
61048,ISOBUTYL BENZOATE,38.0,-1.956339120864868
61054,ANISYL FORMATE,17.0,-1.8623054027557373
61098,LINALYL PROPIONATE,36.0,-2.6170032024383545
61124,BETA-HOMOCYCLOCITRAL,35.0,-0.8990174531936646
61134,BENZYL BUTYL ETHER,35.0,-1.144696593284607
61137,BUTYL VALERATE,33.0,-0.498020201921463
61151,METHYL METHOXY BENZOATE,19.0,-1.8674371242523196
61155,2 METHOXY PHENYL ACETATE,28.0,-1.8104350566864011
61177,HEXYL FORMATE,48.0,0.3146997988224029
61183,TETRAHYDROFURFURYL PROPIONATE,55.0,-0.7559319734573364
61184,ISOPROPYL BUTYRATE,39.0,0.7759948968887329
61185,AMYL OCTANOATE,33.0,-2.2985105514526367
61204,DELTA UNDECALACTONE,42.0,-1.2510367631912231
61206,FARNESYL ACETONE,30.0,-3.717970848083496
61209,METHYL CYCLOPENTENOLONE,55.0,-0.8907707929611206
61229,VANILLIN ACETATE,30.0,-3.210906982421875
61235,3-NONANONE,55.0,-0.2024611979722976
61260,2-PROPIONYLPYRROLE,43.0,-0.027328485623002
61261,2-(METHYLTHIO)PHENOL,67.0,-1.2025010585784912
61294,OCTYL OCTANOATE,31.0,-3.972422361373901
61295,S-PROPYL THIOACETATE,92.0,-0.0959772542119026
61296,ISOAMYL ACETOACETATE,28.0,-1.3592602014541626
61302,4-PHENYL-2-BUTANOL,28.0,-1.5466623306274414
61303,2-PENTADECANONE,20.0,-3.325590848922729
61319,ALLYL PROPIONATE,75.0,0.9310850501060486
61325,STRAWBERRY FURANONE METHYL ETHER,80.0,-0.602289617061615
61331,GUAIACYL PHENYL ACETATE,15.0,-3.2912728786468506
61334,FURANEOL ACETATE,53.0,-2.722290515899658
61341,2-BENZOFURANCARBOXALDEHYDE,45.0,-1.2879244089126587
61375,CYCLOHEXYL PROPIONATE,42.0,-0.7688933610916138
61384,2-PHENYLETHYL HEXANOATE,28.0,-2.235529661178589
61385,2-ISOBUTYL PYRIDINE,89.0,-0.7442255616188049
61386,ISO AMYL LAURATE,19.0,-4.150471687316895
61403,LEAFY ACETAL,35.0,-1.488107442855835
61410,ALLYL NONANOATE,12.0,-2.298824548721313
61417,ANISYL PROPIONATE,33.0,-2.10486912727356
61431,OCTACETAL,37.0,-0.669284999370575
61446,PAPYA ISOBUTYRATE,17.0,-3.0146758556365967
61448,2-ETHYLBUTYL ACETATE,59.0,-0.1521106362342834
61450,ETHYL 2-FURANPROPIONATE,30.0,-1.3102412223815918
61455,HEXYL ISOVALERATE,30.0,-1.5026565790176392
61516,LILAC PENTANOL,35.0,-1.4260742664337158
61585,CELESTOLIDE,14.0,-3.425933990103397
61586,4-(ETHOXYMETHYL)-2-METHOXYPHENOL,21.0,-1.896723389625549
61592,ETHYL METHYL MERCAPTOPROPIONATE,70.0,-0.4401046931743622
61631,METHYL 3-NONENOATE,33.0,-0.9627216458320618
61634,CARAMEL DIONE,59.0,-1.300577998161316
61641,METHYL 3 METHYL PROPIONATE,85.0,0.1002600267529487
61653,TRIMETHYL TRIAZOLE,80.0,0.3736405670642853
61657,2-METHYL 5-(METHYLTHIO) FURAN,85.0,0.0788696929812431
61659,DIFURFURYL SULFIDE,35.0,-0.9292524456977844
61660,FURFURYL THIOACETATE,52.0,-0.8148360252380371
61663,bread thiophene,62.0,-0.3400508463382721
61664,BLACKBERRY THIOPHENONE,65.0,0.143402874469757
61665,2-ISOPROPENYL-5-METHYL-5-VINYLTETRAHYDROFURAN,32.0,-0.5620430111885071
61670,"METHYL QUINOXALINE, 5",63.0,-1.169978141784668
61743,9-DECENOIC ACID,39.0,-3.0434908866882324
61771,FRESKOMENTHE,42.0,-0.5613999962806702
61808,TROPICAL THIAZOLE,72.33333333333333,-0.0155722694471478
61809,2-ETHOXY THIAZOLE,81.0,-0.0756284818053245
61812,BUTYL 2-METHYLBUTYRATE,48.0,-0.3533706068992615
61814,"2,4-DIMETHYLBENZALDEHYDE",41.0,-0.9877143502235411
61829,"1,2-BUTANEDITHIOL",100.0,1.5072405338287354
61832,GALBANOLENE SUPER,68.0,-1.116960883140564
61840,4-ETHYL OCTANOIC ACID,60.0,-1.9409724473953247
61918,2 ACETYL 3 ETHYL PYRAZINE,57.0,-1.3158618211746216
61945,PIRAZINYL ETHANE THIOL,100.0,0.1727509796619415
61951,"2-METHYL-5,7-DIHYDRO PYRIMIDINE",37.5,-0.4716388583183288
61953,THEASPIRANE,37.0,-0.537385106086731
61982,PARA-MENTHA-8-THIO-3-ONE NATURAL,68.0,-0.5868236422538757
62002,(Z)-ALPHA-DAMASCONE,52.0,-1.190860390663147
62003,4-METHYLNONANOIC ACID,29.0,-2.547422170639038
62013,LYCHEE MERCAPTAN ACETATE,68.0,-1.042449951171875
62024,PINEAPPLE PENTENOATE,31.0,0.2409812659025192
62069,"2-ethyl-4,5-dimethyloxazole",83.0,-0.2006068378686905
62089,4 METHYL OCTANOIC ACID,62.0,-2.2363274097442627
62092,P-CRESYL ISOVALERATE,41.0,-1.6951457262039185
62098,HELIOTROPYL ACETONE,30.0,-2.2100517749786377
62105,"2,5-DIMETHYL-1,4-DITHIANE-2,5-DIOL",83.0,-1.5245368480682373
62128,2-METHYLTETRAHYDROFURAN-3-THIOL,80.0,0.7421031594276428
62144,FURFURYL THIOFORMATE,85.0,-0.7788111567497253
62151,L-MENTHYL LACTATE,19.0,-3.8180277347564697
62240,CONIFERAN,33.5,-2.1781859397888184
62321,LINALYL BUTYRATE,59.0,-3.122939348220825
62328,TERPINYL PROPIONATE,35.0,-2.070651769638061
62329,MUSK XYLOL,40.0,-6.657577319177793
62332,PHENYL ETHYL SALICYLATE,30.0,-4.170715808868408
62334,VERDOX (IFF),45.0,-1.5906521081924438
62336,2-PHENYL PROP ALD DIMETH ACET,60.0,-1.3671019077301023
62348,VANILLYL ALCOHOL,60.0,-3.3465521335601807
62351,3-METHYLTHIOPROPYL ISOTHIOCYANATE,59.0,-0.3627864122390747
62367,4-THUJANOL,31.0,-1.467821717262268
62374,4-OXOISOPHORONE,59.0,-1.820922255516052
62378,DIHYDROJASMONE,40.0,-0.97519052028656
62384,PROPYLENE GLYCOL ACETONE KETAL,92.0,1.1019420623779297
62385,"ALPHA,P-DIMETHYLSTYRENE",60.0,-0.2187968641519546
62433,PENTYL VALERATE,46.0,-0.9980255365371704
62434,ALLYL METHYL DISULFIDE,93.0,0.9505433440208436
62444,S-METHYL THIO BUTYRATE,100.0,0.1453488320112228
62445,2-METHYLBUTYL ISOVALERATE,29.0,-0.624912679195404
62447,ALD C11 MIXED,57.0,-1.2457234859466553
62453,4-VINYL PHENOL,30.0,-1.2538564205169678
62539,"HEXANE DIONE 3,4",70.0,-0.6126330494880676
62553,isopropyl phenyl acetate,50.0,-1.310388445854187
62571,AMYL LAURATE,47.0,-4.326484203338623
62572,ETHYL 3 HYDROXY BUTYRATE,19.0,-0.3663589358329773
62580,HELIOTROPYL ISOBUTYRATE,25.0,-2.525956630706787
62583,EPSILON-DECALACTONE,39.0,-1.229081153869629
62592,HEPTYL BUTYRATE,30.0,-1.55824077129364
62654,CYCLEMAX,46.0,-1.4585456848144531
62661,ISOBUTYL BENZYL CARBINOL,27.0,-1.692551612854004
62835,CARAMEL FURANONE,33.0,-1.6555941104888916
62900,WHISKEY LACTONE,48.0,-0.912657618522644
62902,MANZANATE,60.0,0.2372659742832183
64678,TETRADECANENITRILE,25.0,-2.087928533554077
64685,BORNEOL CRYSTALLISE,34.0,-1.2992962828549806
64805,HELIONAL,35.0,-1.9042251110076904
64813,CANTHOXAL,16.0,-1.961102843284607
65288,2-propionylthiazole,55.0,-0.5060761570930481
65413,3-(METHYLTHIO)-1-HEXANOL,65.0,-0.6323321461677551
65575,CEDROL,27.0,-3.6330113410949703
66327,PEONILE,31.5,-1.262571096420288
66356,ISOBUTYL PENTANOATE,48.0,-0.5143215656280518
66678,"6-METHYL-1,2,3,4-TETRAHYDROQUINOLINE",42.0,-1.0476293563842771
66768,ISO JASMONE,33.0,-1.070254921913147
68150,FARNESAL,25.0,-2.6135196685791016
68481,2-METHOXYACETOPHENONE,32.0,-1.4126176834106443
68960,ISOBUTYL ISOTHIOCYANATE,79.0,0.5580462217330933
69354,METHYL LEVULINATE,38.0,-0.334123432636261
69415,PENTYL ISOTHIOCYANATE,80.0,0.4457070529460907
69467,2-THIOPHENEMETHANOL,21.0,-0.6095402836799622
69600,2-HYDROXY-4-METHOXYBENZALDEHYDE,55.0,-3.244656801223755
69885,ACETYL TETRALIN,45.0,-1.5289300680160522
69963,5-HEXEN-1-OL,42.0,-0.1903200000524521
70129,4-METHOXYBENZONITRILE,25.0,-0.7251511812210083
73750,S-METHYL THIOACETATE,92.0,1.1857486963272097
74005,4-ISOBUTYL QUINOLINE,57.0,-1.5220495462417605
74279,RHUMACETAL,57.0,-0.7048726677894592
74408,OXALIDE T (TAKASAGO),33.0,-3.912198543548584
74786,ETHYL 4-PENTENOATE,95.0,0.7080876231193542
74791,DECANENITRILE,89.0,-0.6953150033950806
74879,ORINOX,22.0,-2.0742735862731934
74901,ISOAMYL VALERATE,51.0,-0.7559633255004883
75140,P-ANISALDEHYDE DIMETHYL ACETAL,34.0,-1.163684606552124
75153,INDOCOLORE,56.0,-1.9945749044418333
75320,ISO AMYL DECANOATE,60.0,-2.9417402744293213
75715,ULTRAVANIL,55.0,-1.4736511707305908
76334,PALISANDIN (SYMRISE),30.0,-1.939353823661804
76674,3-METHOXY-5-METHYLPHENOL,45.0,-1.6829912662506104
76722,TANGERINE ACETATE,31.0,-3.571025848388672
77224,HEXANAL DIETHYL ACETAL,41.0,-0.4313224554061889
77289,METHYL OCTYL SULFIDE,73.0,0.118461400270462
78435,VERAMOSS,59.0,-4.114292144775391
78484,METHYL HEXYL ETHER,30.0,0.925377368927002
78639,DAMASCOL 4,25.0,-1.549689531326294
78640,VETIVAL,44.0,-1.2551052570343018
78925,METHYL THIO ETHANOL,70.0,0.670662522315979
79148,"1,4-BUTANEDITHIOL",95.0,0.8524944186210632
80046,DIISOPROPYL TRISULFIDE,75.0,0.1148628517985344
80790,CARVACRYL METHYL ETHER,19.0,-1.1516250371932983
80865,FRUCTONE,32.0,-0.6152800917625427
81263,RHODINOL,59.0,-1.1214126348495483
81898,VETIKON (SYMRISE),25.0,-1.1055740118026731
82227,D-A PINENE,33.0,0.5567124485969543
82229,(-)-FENCHONE,56.0,-0.574705958366394
82336,METHYL DIMETHYL ANTHRANILATE,39.0,-1.8008211851119995
82511,BENZYL OCTANOATE,15.0,-2.966376781463623
82584,BENZYL VALERATE,62.0,-1.7823026180267334
83268,DIMETHYL-2 HEPTAN-2-OL,58.0,-0.8384989500045776
83367,muguet alcohol (Symrise),23.0,-1.190605401992798
83655,1-(5-methylthiophen-2-yl)ethan-1-one,45.0,-0.6378266215324402
83763,MAYOL,44.0,-1.3955475091934204
84398,VERDORACINE,45.0,-1.103785753250122
84559,DODECANAL DIMETHYL ACETAL,7.0,-2.906242609024048
84614,METHYL 2-[(4-METHOXYBENZYLIDENE)AMINO]BENZOATE (OR ANISIMEA),62.0,-3.670032024383545
85519,3-(methylthio)propyl acetate,100.0,-0.5642693042755127
85522,METHYL (METHYLTHIO)ACETATE,79.0,0.6113901138305664
85730,MANGO FURANONE,70.0,-0.4381591081619262
85755,TERPINYL METHYL ETHER,49.5,-0.8236927390098572
85833,CANTRYL 502470,40.0,-0.6749575138092041
85903,CYCLOMETHYLENE CITRONELLOL,33.33333333333334,-1.4231071472167969
85979,3-PHENYLBUTYRALDEHYDE,82.0,-0.9624791145324708
86579,CYCLAPROP / TRICYCLODECENYL PROPIONATE,36.0,-1.942993402481079
86749,DIHYDROLINALOOL,48.0,-0.9734240770339966
86750,MUGUOL,42.0,-0.8026837346849218
86799,JASMAL,35.0,-1.936322331428528
87453,INDOLAROME,48.0,-1.7837679386138916
87813,nonanal dimethyl acetal (C-9),35.0,-0.9432061910629272
88267,PEOMOSA,50.0,-1.3994873762130735
88288,CEDROL METHYL ETHER,21.0,-2.5775909423828125
88454,HEXYL PROPIONATE,45.0,-0.3650478720664978
88792,VETIMOSS,21.0,-1.5187853574752808
89385,TETRAHYDRO LINALYL ACETATE,27.0,-1.7547969818115234
89440,TONALIDE,50.0,-4.272964000701904
89464,ETHYL 3-ACETOXYHEXANOATE,27.0,-2.4593069553375244
89802,METHYL 5-METHYLSALICYLATE,40.0,-3.1830148696899414
90776,BERGAMAL,50.0,-0.6865192651748657
90787,STEMONE,58.0,-0.5802732706069946
90818,OZONIL,57.0,-1.6059750318527222
90978,ISOLONGIFOLANONE,18.0,-3.0435094833374023
91115,PROFARNESAL,45.0,-2.1771128177642822
91337,APHERMATE,39.0,-1.432732343673706
91339,MUSK ACETATE,48.5,-1.3680137395858765
91388,HERBAC,50.0,-0.8712638020515442
91604,LYRAL,38.0,-3.2619621753692627
91696,TRASEOLIDE 100,35.0,-4.701333045959473
91978,PHENYL ETHYL ISOAMYL ETHER,25.0,-1.3351757526397705
92221,CAMPHENE,45.0,0.4771569725243357
92292,CASHMERAN,58.0,-2.4868781566619877
92543,MUGUESIA,30.0,-1.530714988708496
92606,DYNASCONE/NEOBUTENONE,95.0,-1.7005667686462402
92874,LAEVO-VERBENONE,34.5,-0.7453495264053345
93199,MYRAC ALDEHYDE,32.0,-1.3219481706619265
93639,Z11 MIP (FIRMENICH),48.0,-3.488277673721313
94014,INTRELEVEN ALDEHYDE,65.0,-1.0601757764816284
94111,BOISAMBRENE,30.0,-2.868646144866944
94403,Farnesyl Acetate,30.0,-3.94205904006958
94569,HERBOXANE,32.0,-1.0403521060943604
94648,MYROXIDE,49.5,-0.4462697803974151
95136,HELIOTROPINE DIETHYL ACETAL,27.5,-1.8646806478500368
95266,RESEDA BODY,28.0,-1.607171654701233
95392,FRAISTONE (IFF),38.0,-1.211841344833374
95539,BUTYL 2-METHYLVALERATE,34.0,-0.8769991397857666
95644,VERTOLIFF,77.0,-0.6335586309432983
98118,AURANTIOL,59.0,-5.612380504608154
98330,"2,5 DIHYDROXY 1,4 DITHIANE",30.0,-1.2946784496307373
98492,PENTYL PHENYLACETATE,60.0,-2.066213607788086
99818,LEATHER PROPIONATE,45.0,-3.819660425186157
100968,CALYXOL,53.0,-3.663036823272705
100990,CUMINYL ACETATE,18.0,-1.94580352306366
