CID,Canonical_Name,Imax,log_vp
101010,2-TROPICAL OXATHIANE,48.0,-0.084792859852314
101330,CYCLOHEXYL SALICYLATE,33.0,-3.663639545440674
101363,DECANAL DIETHYL ACETAL,39.0,-2.6081767082214355
101549,VETIVEROL EX VETIVER HAITI,52.0,-3.364305257797241
101555,CYCLAMEN ALDEHYDE / MA SCHIFF BASE,30.0,-4.719323635101318
101921,CIS-HOMOMENTHOL,43.0,-1.0354766845703125
102120,CEDRENYL ACETATE CHINESE,25.0,-4.330349445343018
102579,"4,9,12,12-TETRAMETHYL-5-OXATRICYCLO(8.2.0.04,6)DODECANE",40.0,-1.9648332595825195
102681,VERDONE,67.0,-0.4206523895263672
102844,DIMETHYL OCTENONE,55.0,-0.2558068633079529
102849,VERDILYN,40.0,-1.2643887996673584
102916,IROTYL,39.0,-0.7441179752349854
102993,"2,4-DIMETHYL-1,3-DIOXOLANE",79.0,1.2687240839004517
103212,SANDALORE,30.0,-2.051541328430176
103377,OXYOCTALINE FORMATE,37.0,-4.091755390167236
103381,CETONAL,32.0,-1.5608807802200315
103401,PYRALONE,45.0,-1.7587919235229492
103402,VELOUTONE,35.0,-1.4815915822982788
103404,METHYL ETHOXYPYRAZINE,85.0,-0.3309951722621918
103648,PRECYCLEMONE B (IFF),50.0,-1.6507484912872314
103719,VERDALIA,60.0,-0.9632384777069092
103788,3-methylthio-2-butanone,90.0,0.3625081777572632
103826,DIHYDROMYRCENYL ACETATE,34.0,-2.187190532684326
104513,geranium thiazole,48.0,-0.5535585284233093
104721,"2-ACETYL-3,5-DIMETHYL PYRAZINE",72.0,-1.3625916242599487
105513,OZONE PROPANAL,37.0,-1.6813912391662598
105516,CENTIFOLYL (PHENYL ETHYL PIVALATE),34.0,-2.143165349960327
105664,FLORAMAT,40.0,-2.24389123916626
105755,CARYOPHYLLENE ACETATE,38.0,-4.852438449859619
105764,CURGIX,38.5,-1.118899941444397
106673,ISOCAMPHYLCYCLOHEXANOL (ICCH),6.0,-2.2263877391815186
106684,VERNALDEHYDE,55.0,-1.599195122718811
106714,HERBAVERT,55.0,-0.6471930742263794
106729,ALLYL AMYL GLYCOLATE,60.0,-1.3545244932174685
106740,LYRANTION,32.0,-5.373848915100098
106745,CYCLABUTE,36.0,-2.143197536468506
106746,DIHYDRO FLORALATE (IFF),41.0,-1.3363035917282104
106748,CITROLATE,38.0,-1.366809964179993
106756,APRIFLOREN,28.0,-1.2583715915679932
106766,METHYL PAMPLEMOUSSE,41.0,-0.7964497208595276
106997,2-ETHYLFENCHOL,25.0,-2.052043914794922
107071,PIVACYCLENE,23.0,-2.7084553241729736
107073,FIG CROTONATE DATILAT,33.0,-1.8638025522232056
107098,VETIKOL ACETATE,65.0,-2.301417350769043
107166,AMBROX SUPER,47.0,-3.0082662105560303
107217,FENCHYL ACETATE,43.0,-1.517305850982666
107271,SYVERTAL,70.0,-0.8578298091888428
107381,FLOROPAL,45.0,-1.3048295974731443
108242,ISO E SUPER (IFF),38.0,-2.58959436416626
108312,PHENYL HEXANOL,58.0,-1.800721287727356
108313,MEFRANAL,58.0,-1.4250556230545044
108443,ROSYRANE,50.0,-1.0770645141601562
108625,NONANAL DIETHYL ACETAL,29.0,-1.9690353870391848
109245,TRIPLAL / ETHYL ANTHRANILATE SCHIFF'S BASE,80.0,-3.9209818840026855
109332,THIOCINEOL PURE,20.0,-0.0673661530017852
109455,VANILLIN PROPYLENE GLYCOL ACETAL,40.0,-3.131386041641236
109457,ETHYL VANILLIN P.G. ACETAL,50.0,-3.078629970550537
109458,ISOCYCLOGERANIOL,20.0,-1.2037979364395142
109640,quinoleine isobutyl,54.0,-1.7723665237426758
110747,TETRAHYDROCITRAL,56.0,-0.8054782748222351
110914,SUZARAL,52.0,-2.6530139446258545
110923,LIMONENE ALDEHYDE,62.0,-1.1835048198699951
110977,DELTA-TRIDECALACTONE,20.0,-1.665778398513794
111037,TERPINYL ACETATE,35.0,-1.6245864629745483
111384,AZARBRE,37.0,-0.936418116092682
111416,ALDRON (SYMRISE),10.0,-2.2752280235290527
111418,GLYCOLIERRAL,35.0,-1.439399242401123
111727,ALLYL CYCLOHEXYL GLYCOLATE,60.0,-1.8014707565307615
112226,MELAFLEUR,41.0,-1.2640860080718994
112446,LEMONILE,48.0,-0.2298372834920883
112491,METHOXY MELONAL,57.5,-0.6526160836219788
113514,RHUBAFURAN,56.0,-0.9738120436668396
113640,BERRYFLOR,18.0,-2.3761515617370605
114233,MUGETANOL,35.0,-1.9167982339859009
114454,JASMATONE,39.0,-1.110208511352539
116699,NORLIMBANOL,70.0,-2.4385433197021484
116736,FLORAL SUPER,68.0,-0.6904153823852539
117477,Ethyl 4-methylvalerate,78.0,0.41948401927948
118111,PINO ACETALDEHYDE,36.0,-1.028400182723999
118119,JACINTHAFLOR,47.0,-0.982945203781128
118201,ETHYL SAFRANATE,62.0,-1.5523993968963623
118292,KEPHALIS,50.0,-2.988533735275269
119674,MAGNOLAN,12.0,-2.137747287750244
119800,METHYL CYCLOGERANATE,34.0,-1.2027212381362915
121790,ETHYL 2-ACETYLOCTANOATE,29.0,-2.89176082611084
122941,2-ETHOXY-3-METHYLPYRAZINE,92.0,-0.2833439707756042
139743,methyl cyclohexylacetate,52.0,-0.8385145664215088
141850,1-PHENYLETHANETHIOL,85.0,0.1571494042873382
142266,BENZYL ACETOACETATE,44.0,-3.405792713165283
156605,KHUSINIL (IFF),32.0,-1.484600305557251
157342,FRUITY CARBOXYLATE,32.0,-1.5201634168624878
160641,POIRENATE,42.0,-1.3216384649276731
161675,MYSORE ACETATE,12.0,-1.7399146556854248
161676,MELOZONE,60.0,-1.1665548086166382
161949,MADROX,35.0,-2.4237990379333496
161960,JESSEMAL,27.0,-2.061960458755493
162027,ACETALDEHYDE ETHYL LINALYL ACETAL,42.0,-2.231466770172119
162053,OSYROL / ACSANTOL,12.0,-1.5349366664886477
162248,DIHYDROAMBRATE,32.0,-2.6631288528442383
162249,DIHYDRO ISOJASMONATE,19.0,-2.929312467575073
162309,MARITIMA,54.0,-1.8428955078125
162409,CYCLOPIDENE,48.0,-0.5462969541549683
162413,ISONONYL ACETATE,40.0,-1.4324678182601929
162452,POLYAMBROL,47.0,-2.2390291690826416
162481,PLICATONE,36.5,-1.3976680040359497
163414,GARDAMIDE,40.0,-1.618103265762329
163588,PERANAT,44.0,-1.6482497453689575
163617,RHUBOFLOR,45.0,-1.6143743991851809
164355,FLEURANIL,38.0,-1.31477153301239
164422,AMBER CORE,35.0,-2.413914680480957
166220,BRAHMANOL (SYMRISE),27.0,-1.515675663948059
166450,BUCCOXIME,60.0,-1.2821860313415527
166517,SAKURA SALICYLATE (TAKASAGO),10.0,-3.73980712890625
166527,HYACINTH ETHER,36.0,-1.1375327110290527
170833,ISOPULEGOL,28.0,-1.2009211778640747
170977,1-DECEN-3-OL,27.0,-1.8031214475631716
174490,ISOBORNYL ISOBUTYRATE,25.0,-2.045550346374512
175661,NECTARYL,43.0,-2.37259292602539
175948,MAJANTOL,49.0,-1.39175283908844
219672,SPICY PENTANONE,50.0,-1.0385736227035522
226486,"4-ALLYL-2,6-DIMETHOXYPHENOL",28.0,-3.057780265808105
228583,2-FURYLACETONE,49.0,-0.2650088369846344
228588,2-BUTYRYLFURAN,67.0,-0.4736491441726684
228769,OCTYL ISOVALERATE,19.0,-2.261074542999268
228987,LILIAL,44.0,-2.3208885192871094
229387,DECYL BUTYRATE,62.0,-2.9161577224731445
229888,PHENETHYL OCTANOATE,24.0,-2.977370500564575
231325,2-VALERYLFURAN,33.0,-0.6831246018409729
234237,JASMONYL,38.0,-2.960918426513672
237332,5-hydroxymethyl furfural,20.0,-2.339571714401245
240119,LINALYL ISOVALERATE,39.0,-3.225133419036865
240925,"4-METHYL-2,6-DIMETHOXYPHENOL",59.0,-2.328070640563965
243675,Anisyl butyrate,62.0,-2.307047843933105
243783,CYCLOHEXYL BUTYRATE,33.0,-1.2343504428863523
246728,ETHYL AMYL KETONE,48.0,0.3010299956639812
249494,HYDROXYCITRONELLOL,33.0,-2.0222771167755127
250096,(E)-BENZYL TIGLATE,13.0,-1.9284124374389648
251531,PHENYL ETHYL FUROATE,25.0,-2.9568309783935547
254555,FRUCTALATE,45.0,-2.589892864227295
285097,LACTOJASMONE,25.5,-1.229643702507019
287439,CYCLOHEXYL ISOVALERATE,28.0,-1.1975990533828735
329983,MENTHOFURAN,64.0,-0.9267978072166444
439570,L-CARVONE,59.0,-0.716519832611084
440917,D-LIMONENE,41.0,0.1538505816920877
440967,(-)-BETA-PINENE,27.0,0.215498000383377
442343,(-)-ALPHA-BISABOLOL,5.0,-2.544987201690674
442495,(R)-(+)-PULEGONE,39.0,-0.910094888560602
443157,(S)-(-)-CITRONELLAL,49.0,-0.7908384203910828
443158,L-LINALOOL,41.0,-0.8191697597503662
444294,(-)-CAMPHOR,28.0,-0.6941672563552856
444539,CINNAMIC ACID,28.5,-3.175791025161743
459494,CORPS RACINE (SYMRISE),55.0,-0.9925307631492616
517827,CYMAL,55.0,-2.2407376766204834
518810,3-MERCAPTOHEXYL ACETATE,68.0,-0.6122251152992249
519382,DIHYDRO IONONE BETA,30.0,-1.354406237602234
519539,2-SEC-BUTYLTHIAZOLE,67.0,0.1272310018539428
519786,ISOAMYL ISOBUTYRATE,45.0,0.3291000127792358
519845,PINEAPPLE HYDROXYHEXANOATE,47.0,-1.217063546180725
519890,METHYL 2-METHYL VALERATE,79.0,0.7309036254882812
520098,2-SEC-BUTYL-3-METHOXYPYRAZINE,36.0,-0.9325978755950928
520108,2-ACETYLTHIAZOLE,62.0,-0.3497489988803863
520148,PHENETHYL 2-METHYLBUTYRATE,45.0,-1.899675130844116
520326,ISOAMYL 2-METHYL BUTYRATE,33.0,-0.6587540507316589
521238,3-OCTYL ACETATE,36.0,-0.9600525498390198
521246,ACETOIN ACETATE,45.0,-0.4552961885929107
521869,S-METHYL THIOPROPANOATE,85.0,0.4453887641429901
522214,ISOPROPYL 2-METHYLBUTYRATE,35.5,0.3943800330162048
522514,LIMETOL,40.0,-0.4357611835002899
522676,ISOAMYL NONANOATE,35.0,-2.870248317718506
522677,ISOBUTYL ACETOACETATE,20.0,-1.5438648462295532
526618,2-METHYL 3-METHYL THIO FURAN,79.0,0.5468820333480835
529481,METHYL NONANE DIONE,63.0,-1.966208338737488
534634,GLOBANONE (MIXURE OF ISOMERS CYCLOHEXADEC-8-EN-1-ONE),37.5,-2.804594755172729
539829,ISOBUTAVAN,52.5,-3.44717788696289
551316,TETRAHYDROFURFURYL BUTYRATE,33.0,-1.2318388223648071
560255,ETHYL 3-METHYLPENTANOATE,70.0,0.2693498432636261
560879,ALPHA-METHYL CINNAMYL ALCOHOL,33.0,-1.3252283334732056
569214,1-PHENYLETHYL ISOBUTYRATE,68.0,-1.7687060832977295
570574,styralyl butyrate,45.0,-1.813892126083374
576240,2-PHENYLPROPYL ISOBUTYRATE,22.0,-2.280564785003662
578423,TERPINYL BUTYRATE,55.0,-2.650795221328736
605629,METHYL P-TERT-BUTYLPHENYLACETATE,49.0,-2.5371415615081787
637195,PHYTYL ACETATE,27.0,-4.863529682159424
637563,ANETHOL,30.0,-1.3885065359955886
637566,GERANIOL,43.0,-1.2242945432662964
637758,ETHYL CINNAMATE,49.5,-1.5636308193206787
637776,TRANS-METHY LISOEUGENOL,32.0,-1.4998483657836914
638011,(E)-CITRAL,65.0,-0.1073100268840789
638014,(E)-BETA-IONONE,19.0,-1.2676062401770316
638024,PIPERINE,28.0,-3.257972240447998
641248,trans-4-hexen-1-ol,71.0,-0.1629993170499801
641298,O-METHOXYCINNAMALDEHYDE,34.0,-2.12894868850708
643731,"2,6 NONADIENAL",75.0,-0.1681067496538162
643941,CIS 3 HEXENAL,85.0,1.1092077493667605
778574,ISOBUTYL CINNAMATE,37.0,-2.713156223297119
853433,ISOEUGENOL,54.0,-1.6989700043360187
929262,SCLAREOLIDE,5.0,-3.985775232315064
1201518,LAEVO BORNEOL,36.0,-1.430786371231079
1201521,(+)-FENCHONE,52.0,-0.5796546936035156
1201529,(1R)-(-)-MYRTENAL,43.0,-0.785201907157898
1268142,(+)-NOOTKATONE,37.0,-3.177985191345215
1549018,CIS JASMONE,56.0,-0.9727153778076172
1549025,NERYL ACETATE,17.0,-1.7388197183609009
1549778,GERANYL ACETONE,28.0,-1.4569307565689087
1549992,(+/-)-ALPHA-BISABOLOL,12.0,-2.552773714065552
1550470,ETHYL SORBATE,42.0,-0.1557600498199463
1550846,CINNAMYL NITRILE,58.0,-0.6872279644012451
1712087,CIS-ROSE OXIDE,52.0,-0.6118025183677673
1742210,B CARYOPHYLLENE OXIDE,55.0,-2.0429930686950684
2733294,TRANS-2-HEXENYL ACETATE,55.0,-0.0993243232369422
2733977,PASSIFLORA ACETATE,41.0,-2.325312376022339
3017432,FLOROSA,42.0,-1.270198941230774
3017783,MELUSAT,37.5,-0.9119659662246704
3017923,FRUTONIL,26.0,-0.8954331874847412
3018907,ISO PENTYRATE,55.0,-0.823291540145874
3019960,2-PENTYLCYCLOPENTAN-1-OL,55.0,-1.470702052116394
3020082,ACALEA,19.0,-2.538465738296509
3021997,PAMPLEFLEUR,34.0,-1.7252627611160278
3023838,2-(4-METHYL-5-THIAZOLYL)ETHYL BUTYRATE,35.0,-1.9103615283966064
3023839,2-(4-METHYL-5-THIAZOLYL)ETHYL HEXANOATE,40.0,-2.2160661220550537
3033030,CITRONELLYL NITRILE,55.0,-0.0631147176027298
3034267,CANTHALIDE,48.0,-4.555727005004883
3034278,OKOUMAL,54.0,-4.0091471672058105
3034893,LIGUSTRAL (TRIPLAL / MA SCHIFF BASE),55.0,-3.581514596939087
3085812,MYRALDYL ACETATE,41.0,-3.1133360862731934
3321360,"METHYLCYCLOHEXANE-1,2-DIONE, 3-(COFFEE DIONE)",74.0,-1.2036808729171753
3354132,MALTOL ISOBUTYRATE,55.0,-3.000082492828369
3591866,AMBRETTOLIDE,55.0,-4.1340861320495605
3782139,CELERY KETONE,31.0,-0.9469054937362672
4047281,ETHYL (4-METHYLPHENOXY)ACETATE,69.0,-2.0022778511047363
4100752,CORPS ORANGER,33.0,-4.571927070617676
4564493,TOFFEE FURANONE,59.0,-1.2955894470214844
4682590,CASSIS PENTANONE,78.0,-0.549004316329956
5084146,VANILLYL BUTYL ETHER,26.0,-2.660388231277466
5273464,ISOPROPYL CINNAMATE,25.0,-2.2130112648010254
5273465,BUTYL CINNAMATE,22.0,-2.534296989440918
5273467,ISOAMYL CINNAMATE,29.0,-2.7148971557617188
5273469,BENZYL CINNAMATE,44.0,-3.4822394847869877
5281162,ETHYL DECADIENOATE,45.0,-2.020965814590454
5281167,CIS-3-HEXENOL NATURAL,42.0,-0.1160754337906837
5281168,TRANS-2-HEXENAL,60.0,0.8238857388496399
5281515,CARYOPHYLLENE,39.0,-1.7974532842636108
5281517,(E)-BETA-FARNESENE,24.0,-2.248653650283813
5281520,ALPHA-HUMULENE,26.0,-1.2662969827651978
5281535,SINENSAL NATURAL EX ORANGE,44.0,-3.7214162349700928
5282108,IONONE-ALPHA,48.5,-1.7212463990471711
5282110,CINNAMYL ACETATE,47.0,-1.669824719429016
5282724,(E)-2-DECENOIC ACID,32.0,-2.711729049682617
5283324,TRANS-2-OCTENAL,77.0,-0.0728295743465423
5283335,(E)-2-NONENAL,58.0,-0.6973465085029602
5283345,TRANS-2-DECENAL,60.0,-1.1118195056915283
5284503,TRANS-3-HEXEN-1-OL,41.0,-0.1066373512148857
5284507,NEROLIDOL,32.5,-3.3677759170532227
5315892,(E)-CINNAMYL ALCOHOL,50.0,-1.6515227556228638
5318042,2-HEXEN-1-OL,54.0,-0.126015156507492
5324489,CIS-2-HEXEN-1-OL,80.0,-0.1007504984736442
5352438,CIS 3 HEXENYL BUTYRATE,60.0,-0.8714215755462646
5352460,TRANS-2-HEXENYL ISOVALERATE,55.0,-1.189059495925903
5352461,TRANS-2-HEXENYL BUTYRATE,50.0,-0.956501305103302
5352463,TRANS-2-HEXENYL PROPIONATE,45.0,-0.4538653194904327
5352539,CIS 3 HEXENYL ISOBUTYRATE,62.0,-0.3487945795059204
5352543,CIS 3 HEXENYL HEXENOATE,55.0,-0.971936583518982
5352626,JASMINLACTONE,48.0,-1.0298092365264893
5352974,TRANS-2-HEXENYL VALERATE,55.0,-1.3254673480987549
5354238,VANILLYLIDENE ACETONE,30.0,-3.619025230407715
5354280,PROPENYLGUAETHOL,35.0,-2.183596611022949
5354883,CINNAMYL FORMATE,38.0,-1.8685935735702517
5355254,CINNAMYL BUTYRATE,34.0,-2.1450085639953613
5355293,ISO AMBRETTOLIDE,33.0,-3.4753236770629883
5355850,CINNAMYL PROPIONATE,38.0,-1.9404115676879885
5355853,GERANYL PROPIONATE,50.0,-2.398078680038452
5362583,ETHYL TRANS-4-DECENOATE,28.0,-1.1103326082229614
5362620,CIS-4-DECENAL,68.0,-0.651527464389801
5362622,ETHYL 3-HEXENOATE,45.0,0.1319993734359741
5362696,"2,4-DECADIEN-1-OL",42.0,-2.2562503814697266
5362720,CIS 6 NONENAL,78.0,-0.4811863005161285
5362792,CIS 6 NONENOL,41.0,-1.1582534313201904
5362798,CIS 4 DECENOL,56.0,-1.7463314533233645
5362814,CIS-4-HEPTENAL,62.0,0.3974851071834564
5363120,"(E,Z)-2,6-NONADIENYL ACETATE",71.0,-1.3961079120635986
5363203,trans-2-heptenyl acetate,39.0,-0.5359296202659607
5363229,3-OCTEN-2-ONE,58.0,-0.1728942245244979
5363233,3-DECEN-2-ONE,49.0,-0.8668233752250671
5363291,CIS-3-HEXENYL PYRUVATE,42.0,-0.9664466977119446
5363817,ALPHA-IONOL,29.0,-1.633702039718628
5364231,CIS 3 HEXENYL LACTATE,58.0,-2.1597113609313965
5364399,ETHYL TRANS-2-OCTENOATE,44.0,-1.0937336683273315
5364519,CIS-3-OCTEN-1-OL,30.0,-0.531309187412262
5364532,METHYL 2-OCTENOATE,58.0,-0.5659850239753723
5364631,CIS-3-NONEN-1-OL,45.0,-1.131793975830078
5364752,trans-2-pentenal,79.0,1.1600719690322876
5364919,CIS-2-PENTEN-1-OL,40.0,0.2113353461027145
5364941,TRANS-2-NONEN-1-OL,63.0,-1.4401592016220093
5365027,CIS 2 NONENOL,37.0,-1.4506902694702148
5365069,CIS 3 HEXENYL METHYL BUTYRATE,47.0,-1.252225637435913
5365587,CIS-3-HEXENYL FORMATE,60.0,0.5957840085029602
5365589,CIS-4-HEXEN-1-OL,68.0,-0.1324335932731628
5365699,LIFFAROME,64.0,-0.3963180482387543
5365850,GERANYL VALERATE,38.0,-3.40638279914856
5365891,2-OCTEN-4-ONE,90.0,0.1401219815015792
5365910,METHYL GERANATE,39.0,-1.2416669130325315
5365916,DAMASCONE DELTA,45.0,-1.399730205535889
5365976,ALLYL A IONONE,63.0,-2.9067511558532715
5365982,NERYL PROPIONATE,34.0,-2.2336437702178955
5365991,NERYL ISOBUTYRATE,41.0,-2.8064939975738525
5365992,GERANYL CAPROATE,14.0,-3.717176914215088
5366074,DAMASCENONE TOTAL,43.0,-1.5968886613845823
5366077,(E)-ALPHA-DAMASCONE,51.0,-1.190860390663147
5366155,ISO AMYL ANGELATE,57.0,-0.629497766494751
5366352,LEAF ALCOHOL (ETHYL) ACETAL,32.0,-0.439714103937149
5367536,CIS-4-HEPTEN-1-OL,36.0,-0.4723548591136932
5367681,CIS-3-HEXENYL 3-METHYLBUTANOATE,39.0,-1.15103280544281
5367682,CIS-3-HEXENYL VALERATE,52.0,-1.3219590187072754
5367698,CIS 3 HEXENYL PHENYL ACETATE,50.0,-2.6416540145874023
5367785,GERANYL TIGLATE,34.0,-3.5856151580810547
5367807,ISOBUTYL ANGELATE,56.0,-0.4987193346023559
5368821,ALLO OCIMENE,43.5,0.0275840554386377
5369459,PHENETHYL CINNAMATE,30.0,-3.586035966873169
5369997,BORONAL,38.0,-1.773959755897522
5370602,5-METHYL-2-PHENYL-2-HEXENAL COCAL,75.0,-2.1381494998931885
5371002,ALPHA-IRONE,40.0,-1.982308268547058
5371084,N-METHYL IONONE,45.66666666666666,-1.695176601409912
5371802,E-3-(P-TOLYL)ACRYLALDEHYDE,36.0,-0.9877050518989564
5372174,GAMMA METHYL IONONE,40.0,-1.7034106254577637
5372195,BETA-ISOMETHYLIONONE,21.0,-1.5539851188659668
5372813,A-METHYL CINNAMALDEHYDE,41.0,-0.887326717376709
5374527,DAMASCONE B,58.0,-1.404244065284729
5375215,IRONE V,25.0,-1.641464352607727
5375218,BETA-METHYLIONONE,35.0,-1.498054027557373
5463791,ROSAPHEN (SYMRISE),40.0,-1.7021430730819702
5463840,BENZALDEHYDE GLYCERYL,20.0,-4.204644203186035
5463855,FRUITALEUR,59.0,-0.0065341191366314
5463911,HYDROXY CITRONELLAL DIETHYL ACETAL,15.0,-3.550872325897217
5702654,DECENAL,70.0,-0.851419985294342
6112709,OCIMENYL ACETATE,45.0,-2.374639749526977
6422476,1-(CYCLOPROPYLMETHYL)-4-METHOXYBENZENE,30.0,-1.0771490335464478
6430180,TANGERINAL 94%,68.0,-1.2251386642456057
6431148,ALDEHYDE SUPRA,59.0,-0.9460213780403136
6433089,VIOLETTYNE MIP (FIRMENICH),35.0,-1.0380544662475586
6433547,ETHYL LINALOOL,38.0,-1.2373290061950684
6435882,CIS 3 HEXENYL CIS 3 HEXENOATE,65.0,-1.467749834060669
6437266,EBANOL,24.0,-1.8175944089889529
6437428,APRITONE,45.0,-2.3269739151000977
6438067,ISODAMASCONE,37.0,-1.2738888263702393
6438070,JASMIN LACTONE BB,52.0,-0.860041618347168
6438193,2-NONENENITRILE,82.0,-0.6462932229042053
6438195,SANDALMYSORE,28.0,-1.5168125629425049
6438196,BAGDANOL,44.0,-1.7064272165298462
6438291,DUPICAL,48.5,-1.4051907062530518
6438319,JASMALACTONE,60.0,-1.2313426733016968
6440618,ACETYLCEDRENE,40.0,-3.7426464557647705
6440993,FRUTINATE,34.0,-0.9030321836471558
6441135,UNDECAVERTOL,55.0,-1.5502535104751587
6441804,CEDROXIDE,26.0,-1.7162342071533203
6993580,DIETHYL L-(+)-TARTRATE,5.0,-3.81318998336792
6999977,(+)-BUTYL LACTATE,41.0,-1.2154213190078735
9815427,CLARITONE,48.0,-1.075050950050354
9815980,HYDROXYAMBRAN,36.5,-3.237631320953369
9834606,MUSCENONE DELTA,56.0,-3.4188461303710938
9837013,GAMMA DAMASCONE,52.0,-1.560574293136597
9856149,HABANOLIDE,55.0,-3.0328941345214844
10104370,BETA-BISABOLENE,27.0,-1.5620131492614746
10149036,SAFRALEINE,34.0,-1.375954031944275
10857465,AMBROXAN,57.0,-2.6694107055664062
10877336,SULTANENE,65.0,-0.5274090766906738
10955174,PATCHOULOL CRYSTALS,28.5,-3.5034499168396
11030204,POMAROSE,45.0,-0.7261985540390015
11095260,ROMASCONE,35.0,-1.4629149436950684
11127402,ISOLONGIFOLENE,20.0,-1.6688896417617798
11332546,SAUVIGNONE 100,50.5,-0.3076962232589721
11332852,CIS-JASMONOLACTONE,45.0,-1.166259527206421
11367306,LILYFLORE,39.0,-1.5612106323242188
11658397,CASSYRANE,45.0,-0.8063749074935913
11735763,THESARON,60.0,-1.2729756832122805
12082921,FIRASCONE (FIRMENICH),50.0,-1.2384366989135742
12410118,GLOBALIDE,50.0,-3.262803316116333
12635160,(-)-MYRTENYL ACETATE,29.0,-1.6318005323410034
14434313,CORANOL,54.0,-1.315140724182129
15031854,PARMANYL,56.0,0.4190005660057068
15219341,KOHINOOL (IFF),31.0,-1.9099239110946653
15405344,SPIROGALBANONE,53.0,-2.3560709953308105
15461361,CIS 3 HEXENYL TIGLATE,44.0,-1.5549063682556152
15984303,POLYSANTOL,47.0,-2.2402915954589844
16058296,SOLANONE,34.0,-2.1233630180358887
16063533,FIRSANTOL,21.0,-2.257988929748535
16063567,HELVETOLIDE,52.0,-4.056437015533447
16063805,SCLAREOLATE,40.0,-1.2908236980438232
16070752,KARANAL,65.0,-2.809873580932617
16220109,CIS-3-HEXENYL ANGELATE,31.0,-1.4734339714050293
16220110,(Z)-3-HEXEN-1-YL (E)-CROTONATE,42.0,-1.1273844242095947
16220111,VERTOFIX COEUR,31.0,-4.022282123565674
18955245,BORNAFIX,29.0,-2.103678941726685
18974564,MARINE HEXANE OZOFLEUR,34.0,-1.5047935247421265
19872333,"4,5-dihydro-2,5-dimethyl-4-oxofuran-3-yl Butyrate",67.0,-2.6658289432525635
20836197,KOAVONE,50.0,-0.6503457427024841
21933618,ROMANDOLIDE,25.0,-3.2696125507354736
22096564,JAVANOL,30.0,-2.307590246200561
22336876,CENTIFOLETHER,39.0,-1.203052639961243
44152459,SPIRAMBRENE,62.0,-2.111584186553955
44152604,MONTAVERDI,64.0,-1.1109883785247805
44153588,TRICYCLODECRNYL BUTYRATE,35.0,-2.336321830749512
44182035,2-(4-methyl-5-thiazolyl)ethyl decanoate,60.0,-3.968273162841797
53422908,TRIMOFIX,45.0,-4.102673053741455
53750858,AURELIONE (SYMRISE),44.0,-3.580196619033813
57495095,PARADISAMIDE,22.0,-2.422675609588623
66823518,COSMONE,50.0,-3.124483585357666
88168807,4-methylpentyl 4-methylvalerate,42.0,-2.151064157485962
90473619,BETA CARYOPHYLLENE ACETATE,26.0,-3.8992786407470703
121232748,HERBANATE,50.0,-2.10742735862732
