CID,Name,rdkit_MolWt,rdkit_MolLogP,rdkit_TPSA,rdkit_NumHDonors,rdkit_NumHAcceptors,rdkit_NumRotatableBonds,rdkit_RingCount,rdkit_NumAromaticRings,rdkit_FractionCSP3,rdkit_HeavyAtomCount,has_aldehyde,has_alpha_beta_unsat_aldehyde,has_ketone,has_ester,has_alcohol,has_phenol,has_carboxylic_acid,has_sulfur,has_nitrogen,has_aromatic_ring
106866,bark carbaldehyde ,192.302,3.059800000000002,17.07,0.0,1.0,2.0,3.0,0.0,0.7692307692307693,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107166,ambrotech ,236.39899999999997,4.408000000000004,9.23,0.0,1.0,0.0,3.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107381,floropal,206.285,3.0732000000000017,18.46,0.0,2.0,1.0,2.0,1.0,0.5384615384615384,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108242,ISO E super ,234.38299999999992,4.518300000000004,17.07,0.0,1.0,1.0,2.0,0.0,0.8125,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108312,phenyl hexanol ,178.27499999999995,2.637700000000001,20.23,1.0,1.0,5.0,1.0,1.0,0.5,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
108443,rosyrane,174.24300000000002,3.0943000000000014,9.23,0.0,1.0,1.0,2.0,1.0,0.3333333333333333,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109116,jasmacyclat ,186.25099999999995,2.8823000000000016,35.53,0.0,3.0,1.0,1.0,0.0,0.9,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109418,floralol ,142.242,2.0510000000000006,20.23,1.0,1.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110655,tricyclodecenyl acetate ,192.258,2.1502,26.3,0.0,2.0,1.0,3.0,0.0,0.75,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
110914,suzaral ,204.31299999999996,3.2626000000000017,17.07,0.0,1.0,5.0,1.0,1.0,0.5,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111037,terpinyl acetate ,196.29,3.0745000000000013,26.3,0.0,2.0,2.0,1.0,0.0,0.75,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
111418,glycolierral ,236.35499999999996,3.2338000000000022,18.46,0.0,2.0,2.0,4.0,0.0,0.8666666666666667,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111727,allyl cyclohexyl glycolate ,198.26199999999992,2.0649,35.53,0.0,3.0,5.0,1.0,0.0,0.7272727272727273,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113514,rhubafuran ,176.25900000000001,2.7531000000000008,9.23,0.0,1.0,1.0,2.0,1.0,0.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116699,norlimbanol ,226.40399999999997,4.390000000000005,20.23,1.0,1.0,5.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
118134,decatone ,194.31799999999996,3.427900000000002,17.07,0.0,1.0,1.0,2.0,0.0,0.9230769230769231,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118201,ethyl safranate,194.27399999999994,2.852100000000001,26.3,0.0,2.0,2.0,1.0,0.0,0.5833333333333334,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
118292,kephalis,224.34399999999997,3.568100000000003,26.3,0.0,2.0,3.0,1.0,0.0,0.7857142857142857,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119897,sandalmysore core ,194.31799999999998,3.3075000000000023,20.23,1.0,1.0,3.0,1.0,0.0,0.6923076923076923,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120101,calone ,178.18699999999995,1.3353199999999996,35.53,0.0,3.0,0.0,2.0,1.0,0.3,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157342,fruitate ,208.301,2.765900000000001,26.3,0.0,2.0,2.0,3.0,0.0,0.9230769230769231,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
159055,camphor,152.237,2.401700000000001,17.07,0.0,1.0,0.0,2.0,0.0,0.9,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160641,poirenate ,184.2789999999999,2.765900000000001,26.3,0.0,2.0,3.0,1.0,0.0,0.9090909090909091,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
162268,(5Z)-cyclohexadec-5-en-1-one ,236.39899999999994,5.196600000000005,17.07,0.0,1.0,0.0,1.0,0.0,0.8125,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163336,undecavertol ,170.296,3.2839000000000023,20.23,1.0,1.0,6.0,0.0,0.0,0.8181818181818182,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163588,peranat,200.32199999999997,3.402000000000002,26.3,0.0,2.0,7.0,0.0,0.0,0.9166666666666666,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164422,amber core ,228.37599999999998,3.3788000000000022,29.46,1.0,2.0,4.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
166523,troenan ,214.34899999999993,3.6019000000000023,18.46,0.0,2.0,5.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228987,lilial ,204.31299999999996,3.361600000000002,17.07,0.0,1.0,3.0,1.0,1.0,0.5,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234237,Jasmonyl ,202.29399999999998,2.2709000000000006,46.53,1.0,3.0,8.0,0.0,0.0,0.9090909090909091,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
235414,pentalide,240.38699999999992,4.614500000000005,26.3,0.0,2.0,0.0,1.0,0.0,0.9333333333333333,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240122,guaiyl acetate ,264.409,4.490800000000004,26.3,0.0,2.0,2.0,2.0,0.0,0.8235294117647058,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
249494,hydroxy citronellol ,174.284,1.9461,40.46,2.0,2.0,6.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
439570,l-carvone ,150.22099999999998,2.4879000000000007,17.07,0.0,1.0,1.0,1.0,0.0,0.5,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440968,alpha-pinene ,136.238,2.9987000000000013,0.0,0.0,0.0,0.0,3.0,0.0,0.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517827,cyclamen aldehyde ,190.28599999999994,3.1875000000000018,17.07,0.0,1.0,4.0,1.0,1.0,0.46153846153846156,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
519382,dihydro beta-ionone ,194.31799999999996,3.8822000000000028,17.07,0.0,1.0,3.0,1.0,0.0,0.7692307692307693,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520506,alpha-damascone ,192.30199999999996,3.5141000000000027,17.07,0.0,1.0,2.0,1.0,0.0,0.6153846153846154,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522514,limetol,154.253,2.9102000000000015,9.23,0.0,1.0,1.0,1.0,0.0,0.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526760,allyl amyl glycolate ,186.25099999999998,1.9223999999999999,35.53,0.0,3.0,8.0,0.0,0.0,0.7,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
637511,cinnamic aldehyde,132.16199999999995,1.8987,17.07,0.0,1.0,2.0,1.0,1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
637520,methyl cinnamate ,162.188,1.8728,26.3,0.0,2.0,2.0,1.0,1.0,0.1,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
637531,isobornyl acetate ,196.29,2.7643000000000013,26.3,0.0,2.0,1.0,2.0,0.0,0.9166666666666666,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
637566,geraniol ,154.253,2.671400000000001,20.23,1.0,1.0,4.0,0.0,0.0,0.6,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
637758,ethyl cinnamate ,176.215,2.2629,26.3,0.0,2.0,3.0,1.0,1.0,0.18181818181818182,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
637776,methyl isoeugenol ,178.23099999999997,2.736900000000001,18.46,0.0,2.0,3.0,1.0,1.0,0.2727272727272727,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
638011,citral ,152.237,2.878000000000001,17.07,0.0,1.0,4.0,0.0,0.0,0.5,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643820,nerol ,154.253,2.671400000000001,20.23,1.0,1.0,4.0,0.0,0.0,0.6,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
853433,isoeugenol ,164.20399999999998,2.4339000000000013,29.46,1.0,2.0,2.0,1.0,1.0,0.2,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
929336,nopyl acetate ,208.301,2.9320000000000013,26.3,0.0,2.0,3.0,3.0,0.0,0.7692307692307693,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1268142,nootkatone ,218.33999999999995,3.904200000000003,17.07,0.0,1.0,1.0,2.0,0.0,0.6666666666666666,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549018,cis-jasmone ,164.248,3.022100000000002,17.07,0.0,1.0,3.0,1.0,0.0,0.5454545454545454,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549025,neryl acetate ,196.29,3.242200000000002,26.3,0.0,2.0,5.0,0.0,0.0,0.5833333333333334,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1549026,geranyl acetate ,196.29,3.242200000000002,26.3,0.0,2.0,5.0,0.0,0.0,0.5833333333333334,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2733294,trans-2-hexenyl acetate ,142.19799999999998,1.9058,26.3,0.0,2.0,4.0,0.0,0.0,0.625,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3017432,florosa,172.268,1.9625,29.46,1.0,2.0,2.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3017783,melusat ,186.29499999999996,3.0119000000000016,26.3,0.0,2.0,4.0,0.0,0.0,0.9090909090909091,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3782139,gravenone ,152.23699999999997,2.711900000000001,17.07,0.0,1.0,2.0,1.0,0.0,0.7,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5281167,cis-3-hexenol ,100.161,1.335,20.23,1.0,1.0,3.0,0.0,0.0,0.6666666666666666,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5281168,trans-2-hexenal ,98.14499999999998,1.5416,17.07,0.0,1.0,3.0,0.0,0.0,0.5,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5281515,beta-caryophyllene,204.35699999999997,4.7252000000000045,0.0,0.0,0.0,0.0,2.0,0.0,0.7333333333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5282108,alpha-ionone ,192.30199999999996,3.5141000000000027,17.07,0.0,1.0,2.0,1.0,0.0,0.6153846153846154,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5282110, cinnamyl acetate,176.215,2.2629,26.3,0.0,2.0,3.0,1.0,1.0,0.18181818181818182,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5283345,trans-2-decenal ,154.253,3.102000000000002,17.07,0.0,1.0,7.0,0.0,0.0,0.7,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5283361,mandarine aldehyde ,182.30700000000002,3.8822000000000028,17.07,0.0,1.0,9.0,0.0,0.0,0.75,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5284507,nerolidol ,222.37199999999999,4.396300000000004,20.23,1.0,1.0,7.0,0.0,0.0,0.6,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5315892,cinnamic alcohol ,134.17799999999997,1.6921000000000002,20.23,1.0,1.0,2.0,1.0,1.0,0.1111111111111111,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5318042,trans-2-hexen-1-ol ,100.16099999999999,1.335,20.23,1.0,1.0,3.0,0.0,0.0,0.6666666666666666,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5325830,terpinene-4-ol ,154.25300000000001,2.5037000000000016,20.23,1.0,1.0,1.0,1.0,0.0,0.8,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5352438,cis-3-hexenyl butyrate ,170.25199999999998,2.686000000000001,26.3,0.0,2.0,6.0,0.0,0.0,0.7,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5352481,beta-ionone epoxide ,208.30099999999996,2.8694000000000015,29.6,0.0,2.0,2.0,2.0,0.0,0.7692307692307693,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5352539,cis-3-hexenyl isobutyrate ,170.252,2.541900000000001,26.3,0.0,2.0,5.0,0.0,0.0,0.7,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5352543,cis-3-hexenyl hexanoate ,198.30599999999995,3.4662000000000024,26.3,0.0,2.0,8.0,0.0,0.0,0.75,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5355856,geranyl butyrate ,224.34399999999994,4.022400000000004,26.3,0.0,2.0,7.0,0.0,0.0,0.6428571428571429,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5362620,cis-4-decenal ,154.253,3.102000000000001,17.07,0.0,1.0,7.0,0.0,0.0,0.7,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5362720,cis-6-nonenal ,140.226,2.711900000000001,17.07,0.0,1.0,6.0,0.0,0.0,0.6666666666666666,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5362792,cis-6-nonen-1-ol ,142.24200000000002,2.5053000000000005,20.23,1.0,1.0,6.0,0.0,0.0,0.7777777777777778,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5362814,cis-4-heptenal ,112.172,1.9317,17.07,0.0,1.0,4.0,0.0,0.0,0.5714285714285714,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5362833,"2,6-nonadienol ",140.226,2.2813000000000003,20.23,1.0,1.0,5.0,0.0,0.0,0.5555555555555556,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5363388,cis-3-hexenyl acetate ,142.198,1.9058,26.3,0.0,2.0,4.0,0.0,0.0,0.625,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5365699,liffarome ,158.197,2.1257,35.53,0.0,3.0,4.0,0.0,0.0,0.625,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5365916,delta-damascone ,192.30199999999994,3.370000000000002,17.07,0.0,1.0,2.0,1.0,0.0,0.6153846153846154,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5365976,allyl alpha-ionone ,232.36699999999993,4.460400000000004,17.07,0.0,1.0,5.0,1.0,0.0,0.5625,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5366074,damascenone ,190.28599999999994,3.4342000000000024,17.07,0.0,1.0,2.0,1.0,0.0,0.46153846153846156,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5367706,cis-3-hexenyl benzoate ,204.26900000000003,3.1997000000000018,26.3,0.0,2.0,5.0,1.0,1.0,0.3076923076923077,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5372174,methyl ionone-gamma ,206.32899999999998,3.904200000000003,17.07,0.0,1.0,2.0,1.0,0.0,0.6428571428571429,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5463762,violiff ,184.23499999999999,2.6583000000000006,35.53,0.0,3.0,1.0,1.0,0.0,0.7,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5702654,trans-4-decenal ,154.253,3.102000000000001,17.07,0.0,1.0,7.0,0.0,0.0,0.7,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021887,cis-3-hexenyl salicylate ,220.26800000000003,2.9053000000000018,46.53,1.0,3.0,5.0,1.0,1.0,0.3076923076923077,16.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6321405,isoborneol ,154.25300000000001,2.1935000000000007,20.23,1.0,1.0,0.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6433547,ethyl linalool ,168.27999999999997,3.0599000000000016,20.23,1.0,1.0,5.0,0.0,0.0,0.6363636363636364,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6437428,geranyl cyclopentanone ,220.35599999999994,4.438400000000004,17.07,0.0,1.0,5.0,1.0,0.0,0.6666666666666666,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6438067,isodamascone ,192.302,3.5141000000000027,17.07,0.0,1.0,2.0,1.0,0.0,0.6153846153846154,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6440618,acetyl cedrene ,246.39399999999995,4.3742000000000045,17.07,0.0,1.0,1.0,3.0,0.0,0.8235294117647058,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9855795,valencene ,204.35699999999994,4.7252000000000045,0.0,0.0,0.0,1.0,2.0,0.0,0.7333333333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10857465,ambroxan ,236.39899999999997,4.408000000000004,9.23,0.0,1.0,0.0,3.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11085796,cedryl methyl ether ,236.39899999999997,4.263900000000004,9.23,0.0,1.0,1.0,3.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13918856,cedryl acetate ,264.409,4.180600000000004,26.3,0.0,2.0,1.0,3.0,0.0,0.9411764705882353,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15461361,cis-3-hexenyl tiglate ,182.263,2.852100000000001,26.3,0.0,2.0,5.0,0.0,0.0,0.5454545454545454,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16063567,helvetolide ,284.43999999999994,4.339700000000004,35.53,0.0,3.0,6.0,1.0,0.0,0.9411764705882353,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16070752,karanal,266.42499999999995,4.404100000000004,18.46,0.0,2.0,3.0,2.0,0.0,0.8823529411764706,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16204527,isocyclocitral ,304.47400000000005,4.847400000000005,34.14,0.0,2.0,2.0,2.0,0.0,0.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19871663,terpirosa ,144.25799999999998,2.439500000000001,20.23,1.0,1.0,4.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44153588,tricyclodecenyl butyrate ,220.31199999999995,2.9304000000000014,26.3,0.0,2.0,3.0,3.0,0.0,0.7857142857142857,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57353762,muscenone delta ,180.29099999999997,3.4921000000000024,17.07,0.0,1.0,0.0,1.0,0.0,0.75,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
